id,canonical_ko,vi,variants_ko,asr_likely_misrecognitions,normalized_translation_rule,status
VIV0096,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0097,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0098,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0099,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0100,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0101,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0102,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0103,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0104,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0105,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0106,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0107,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0108,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0109,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0110,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0111,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0112,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0113,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0114,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0115,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0116,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0117,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0118,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0119,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0120,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0121,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0122,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0123,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0124,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0125,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0126,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0127,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0128,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0129,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0130,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0131,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0132,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0133,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0134,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0135,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0136,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0137,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0138,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0139,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0140,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
